Brand,Model,Year,Category,Rating,Displacement (ccm),Power (hp),Torque (Nm),Engine cylinder,Engine stroke,Gearbox,Bore (mm),Stroke (mm),Fuel capacity (lts),Fuel system,Fuel control,Cooling system,Transmission type,Dry weight (kg),Wheelbase (mm),Seat height (mm),Front brakes,Rear brakes,Front tire,Rear tire,Front suspension,Rear suspension,Color options
ajs,nac12 125 mk2,2014,Sport,3.1,124.0,11.4,,Twin, four-stroke,5-speed,44.0,40.0,18.0,Carburettor,,Liquid,Chain,153.0,1510.0,770.0,Double disc,Single disc,100/80-17 ,130/70-17 ,Telescopic fork,Twin reservoir shocks,"Red, white, black"
ajs,nac12 125 mk2,2015,Sport,,124.0,11.4,,Twin, four-stroke,5-speed,44.0,40.0,18.0,Carburettor,,Liquid,Chain,153.0,1510.0,770.0,Double disc,Single disc,100/80-17 ,130/70-17 ,Telescopic fork,Twin reservoir shocks,"Red, white, black"
ajs,r7,2015,Sport,3.2,124.0,10.6,,Single cylinder, four-stroke,5-speed,56.0,49.0,18.5,Carburettor,Overhead Valves (OHV),Air,Chain,127.0,1333.0,810.0,Double disc,Single disc,110/70-17 ,150/60-17 ,USD Telescopic fork,Single shock,"Red/black, blue"
ajs,r7,2016,Sport,3.2,124.0,10.6,,Single cylinder, four-stroke,5-speed,56.0,49.0,18.5,Carburettor,Overhead Valves (OHV),Air,Chain,127.0,1333.0,810.0,Double disc. Floating discs,Single disc,110/70-17 ,150/60-17 ,USD Telescopic fork,Single shock,"Black, blue"
ajs,regal raptor dd50 e-2,2010,Custom / cruiser,3.0,49.0,,,Single cylinder, four-stroke,4-speed,39.0,41.4,6.0,Carburettor,Single Overhead Cams (SOHC),Air,Chain,87.0,1400.0,650.0,Single disc,Expanding brake (drum brake),2.50-17 ,4.50-12 ,Telescopic fork,Dual shock swing arm,Black with red/yellow flames.
ajs,regal raptor dd50e-2,2008,Custom / cruiser,3.7,49.0,,,Single cylinder, four-stroke,4-speed,39.0,41.1,6.0,Carburettor,,Air,Chain,87.0,1400.0,650.0,Single disc,Expanding brake (drum brake),2.50-17 ,4.50-12 ,Telcopic fork,Dual shock swing arm,Black with red/yellow flames.
ajs,regal raptor dd50e-2,2009,Custom / cruiser,3.0,49.0,,,Single cylinder, four-stroke,4-speed,39.0,41.4,6.0,Carburettor,Single Overhead Cams (SOHC),Air,Chain,87.0,1400.0,650.0,Single disc,Expanding brake (drum brake),2.50-17 ,4.50-12 ,Telcopic fork,Dual shock swing arm,Black with red/yellow flames.
ajs,regal raptor eco custom 125,2014,Custom / cruiser,,124.0,10.1,,Single cylinder, four-stroke,5-speed,,,14.0,Carburettor,Overhead Cams (OHC),,Chain,136.0,,740.0,Single disc,Expanding brake (drum brake),3.00-18 ,3.50-16 ,Telescopic fork,Twin shocks,Black
ajs,regal raptor eos 350,2014,Custom / cruiser,3.0,320.0,23.0,,Twin, four-stroke,5-speed,62.0,53.0,8.0,Carburettor,,Liquid,Chain,180.0,1850.0,640.0,Double disc,Single disc,90/90-21 ,60/80-16 ,Telescopic fork,Twin adjustable shocks,Black
ajs,regal-raptor 125 silverhawk,2008,Custom / cruiser,3.3,124.6,11.0,,Twin, four-stroke,5-speed,44.0,40.0,14.0,Carburettor,,Liquid,Chain,160.0,1549.0,686.0,Single disc,Single disc,90/90-18 ,130/90-15 ,,,Silver
ajs,regal-raptor daytona 125,2010,Custom / cruiser,3.3,124.6,11.0,,Twin, four-stroke,5-speed,44.0,40.0,13.5,,,Liquid,,180.0,1650.0,640.0,Double disc,Single disc,80/90-21 ,160/80-16 ,USD fork,Twin oil damped adjustable shocks,"White, red"
ajs,regal-raptor dd125 mk2,2010,Custom / cruiser,3.0,124.6,11.0,,Twin, four-stroke,5-speed,44.0,40.0,14.0,Carburettor,,Liquid,Chain,145.0,1500.0,700.0,Single disc,Expanding brake (drum brake),90/90-18 ,130/90-15 ,Telescopic fork,Twin oil damped adjustable shocks,"Black, gray"
ajs,regal-raptor dd125e-8 silverhawk,2009,Custom / cruiser,2.9,124.6,11.0,,Twin, four-stroke,5-speed,44.0,40.0,14.0,Carburettor,,Liquid,Chain,160.0,1549.0,690.0,Single disc,Expanding brake (drum brake),90/90-18 ,130/90-15 ,Telescopic fork,Twin oil damped adjustable shocks,Grey
ajs,regal-raptor dd250e,2008,Custom / cruiser,3.0,234.0,17.0,,Twin, four-stroke,5-speed,53.0,53.0,14.0,Carburettor,,Liquid,Chain,150.0,1499.0,700.0,Single disc,Expanding brake (drum brake),90/90-18 ,130/90-15 ,Telescpic fork,Twin shock swinging arm,
ajs,regal-raptor eos-125,2009,Allround,3.2,124.6,11.0,,Twin, four-stroke,5-speed,44.0,40.0,14.0,Carburettor,Overhead Cams (OHC),Liquid,Chain,114.0,1860.0,640.0,Double disc,Single disc,80/90-21 ,160/80-16 ,Telescopic fork,Twin shocks,Black
ajs,regal-raptor eos-125 mk2,2010,Allround,3.6,124.6,11.0,,Twin, four-stroke,5-speed,44.0,40.0,14.0,Carburettor,Overhead Cams (OHC),Liquid,Chain,180.0,1860.0,640.0,Double disc,Single disc,90/90-21 ,160/80-16 ,Telescopic fork,Hard look rear end twin shocks,Black
ajs,sorvio 125,2015,Scooter,3.4,124.6,7.1,,Single cylinder, four-stroke,Automatic,52.4,57.8,6.0,Carburettor,,Air,Belt,98.0,1305.0,735.0,Single disc,Expanding brake (drum brake),3.50-10 ,3.50-10 ,Telescopic fork,"Swing arm, twin shocks","White, blue, red"
ajs,spt 350,2014,Custom / cruiser,,320.0,23.0,,Twin, four-stroke,5-speed,62.0,53.0,28.0,Carburettor,,Liquid,Chain,156.0,1470.0,810.0,Double disc,Single disc,100/90-18 ,130/80-17 ,Telescopic fork,Twin adjustable shocks,Black
ajs,stellar 350,2012,Custom / cruiser,2.9,320.0,23.0,,Twin, four-stroke,5-speed,62.0,53.0,8.0,Carburettor,,Liquid,Chain,170.0,1570.0,710.0,Double disc,Single disc,90/90-18 ,130/90-15 ,Telescopic fork,Twin adjustable shocks,Black
ajs,stormer y4 250 mk 2,1974,Cross / motocross,3.4,247.0,25.0,,Single cylinder, two-stroke,4-speed,68.0,68.0,7.57,Carburettor. AMAL 32mm concentric,Port control,Air,Chain,104.3,1410.0,762.0,Expanding brake (drum brake),Expanding brake (drum brake),2.75-21 ,4.00-18 ,Telescopic forks,,"Orange tank, grey frame, black side panels"
ajs,tempest roadster 125,2018,Classic,,124.0,9.9,9.5,Single cylinder, four-stroke,5-speed,54.0,54.0,16.0,Injection,Overhead Cams (OHC),Air,Chain,124.0,1330.0,780.0,Double disc,Single disc,110/70-17 ,130/70-17 ,Telescopic fork,Dual shocks,Black 
ajs,tempest roadster 125,2020,Allround,,124.0,9.5,9.5,Single cylinder, four-stroke,5-speed,54.0,54.0,16.0,Injection,Overhead Cams (OHC),Air,Chain,124.0,1330.0,780.0,Single disc,Single disc,110/70-17 ,130/70-17 ,Telescopic fork,Dual shocks,"Oasis Blue, Silver Fox, Jet Black"
ajs,tempest roadster 125,2022,Allround,,124.0,9.5,9.5,Single cylinder, four-stroke,5-speed,54.0,54.0,16.0,Injection,Overhead Cams (OHC),Air,Chain,126.0,1330.0,780.0,Single disc. Combined braking system,Single disc,110/70-17 ,130/70-17 ,Telescopic fork,Dual shocks,"Metallic Blue, Metallic Dark Red, Jet Black"
ajs,tempest scrambler 125,2018,Allround,,124.0,9.9,9.5,Single cylinder, four-stroke,5-speed,54.0,54.0,16.0,Injection,Overhead Cams (OHC),Air,Chain,124.0,1370.0,780.0,Double disc,Single disc,110/70-18 ,130/70-17 ,Telescopic fork,Dual shocks,"Yellow, orange, blue"
ajs,tempest scrambler 125,2020,Allround,,124.0,9.9,9.5,Single cylinder, four-stroke,5-speed,54.0,54.0,16.0,Injection,Overhead Cams (OHC),Air,Chain,124.0,1370.0,780.0,Double disc,Single disc,110/70-18 ,130/70-17 ,Telescopic fork,Dual shocks,"Blazing Orange, Jet Black, Mojave Yellow, Oasis Blue"
ajs,tempest scrambler 125,2022,Allround,,124.0,9.9,9.5,Single cylinder, four-stroke,5-speed,54.0,54.0,16.0,Injection,Overhead Cams (OHC),Air,Chain,124.0,1370.0,780.0,Double disc. Combined braking system,Single disc,110/70-18 ,130/70-17 ,Telescopic fork,Dual shocks,"Blazing Orange, Jet Black, Mojave Yellow, Oasis Blue"
ajs,tn 12,2015,Naked bike,,124.0,10.2,,Single cylinder, four-stroke,5-speed,56.0,49.0,18.0,Carburettor,Overhead Valves (OHV),Air,Chain,153.0,1340.0,820.0,Double disc,Single disc,110/70-17 ,150/60-17 ,Telescopic fork,Twin reservoir shocks,"Red, blue, black"
ajs,tn 12,2016,Naked bike,,124.0,10.2,,Single cylinder, four-stroke,5-speed,56.0,49.0,18.0,Carburettor,Overhead Valves (OHV),Air,Chain,153.0,1340.0,820.0,Double disc,Single disc,110/70-17 ,150/60-17 ,Telescopic fork,Twin reservoir shocks,"Red, blue, black"
ajs,tn25 250,2016,Naked bike,3.3,223.0,16.1,,Single cylinder, four-stroke,5-speed,,,12.5,Carburettor,Overhead Cams (OHC),Air,Chain,134.0,1340.0,820.0,Double disc,Single disc,110/70-17 ,150/60-17 ,Telescopic fork,Twin reservoir shocks,"Arctic White, Midnight Satin Black, Red, Blue"
ajs,yx-r-125,2008,Enduro / offroad,3.1,124.0,,,Single cylinder, four-stroke,5-speed,57.0,48.8,8.0,Injection,,Air,Chain,125.0,1434.0,865.0,Single disc,Expanding brake (drum brake),,,,,
alfer,vr 2000 enduro,2008,Enduro / offroad,,249.8,,,Single cylinder, two-stroke,6-speed,67.5,69.8,9.5,Carburettor. Mikuni TM 38 Power Yet.,,Liquid,Chain,103.0,1480.0,920.0,Single disc,Single disc,90/90-21 ,140/80-18 ,Marzzochi Magnum 50/290 mm.,White Power / 300 mm.,
alfer,vr 2000 enduro,2010,Enduro / offroad,2.8,249.8,,,Single cylinder, two-stroke,6-speed,67.5,69.8,9.5,Carburettor. Mikuni TM 38 Power Yet.,,Liquid,Chain,103.0,1480.0,920.0,Single disc. Bremo,Single disc. bremo,90/90-21 ,140/80-18 ,"Marzzochi Magnum fork, 50 mm",White Power,
alfer,vr 2000 supermotard,2008,Super motard,,249.8,,,Single cylinder, two-stroke,6-speed,67.5,69.8,9.5,Carburettor. Mikuni TM 38 Power Yet.,,Liquid,,103.0,1480.0,905.0,Single disc,Single disc,110/70-17 ,150/70-17 ,Marzzochi Magnum 50/290 mm.,White Power / 300 mm.,
alfer,vr 2000 supermotard,2010,Super motard,,249.8,,,Single cylinder, two-stroke,6-speed,67.5,69.8,9.5,Carburettor. Mikuni TM 38 Power Yet.,,Liquid,Chain,103.0,1480.0,920.0,Single disc,Single disc,110/70-17 ,150/70-17 ,Marzzochi Magnum 50 mm,White Power,Blue/yellow/gray
alfer,vr 250,2001,Enduro / offroad,3.6,250.0,54.0,,Single cylinder, two-stroke,6-speed,67.5,69.8,9.5,Carburettor,,,Chain,,1515.0,950.0,Single disc,Single disc,90/90-21 ,140/90-18 ,,,
alfer,vr2000 enduro,2009,Enduro / offroad,,249.8,,,Single cylinder, two-stroke,6-speed,67.5,69.8,9.5,Carburettor. Mikuni TM 38 Power Yet.,,Liquid,Chain,103.0,1480.0,920.0,Single disc,Single disc,90/90-21 ,140/80-18 ,Marzzochi Magnum 50 mm,White Power,Blue/yellow/gray
alfer,vr2000 supermotard,2009,Super motard,,249.8,,,Single cylinder, two-stroke,6-speed,67.5,69.8,9.5,Carburettor. Mikuni TM 38 Power Yet.,Single Overhead Cams (SOHC),Liquid,Chain,103.0,1480.0,905.0,Single disc,Single disc,110/70-17 ,150/70-17 ,Marzzochi Magnum,White Power,Dark blue/yellow
alligator,a-6,2011,Custom / cruiser,,710.0,,,Single cylinder, four-stroke,,,,12.49,Injection,,Air,,145.2,1524.0,,Double disc,Single disc,,,43mm inverted cartridge fork,Dual Shock absorbers,
alligator,a-6,2012,Custom / cruiser,,710.0,70.0,,Single cylinder, four-stroke,,,,12.49,Injection,Double Overhead Cams/Twin Cam (DOHC),Air,Chain,145.2,1524.0,,Double disc,Single disc,120/70-17 ,180/55-17 ,43mm inverted cartridge fork,Dual Shock absorbers,
alligator,a-6,2013,Custom / cruiser,,710.0,70.0,,Single cylinder, four-stroke,,,,12.49,Injection,Double Overhead Cams/Twin Cam (DOHC),Air,Chain,145.2,1524.0,,Double disc,Single disc,120/70-17 ,180/55-17 ,43mm inverted cartridge fork,Dual Shock absorbers,Blue
alligator,a-6,2014,Prototype / concept model,,710.0,70.0,,Single cylinder, four-stroke,,,,12.49,Injection,Double Overhead Cams/Twin Cam (DOHC),Air,Chain,145.2,1524.0,,Double disc,Single disc,120/70-17 ,180/55-17 ,43mm inverted cartridge fork,Dual Shock absorbers,Blue/white
alligator,a-6,2015,Prototype / concept model,,710.0,70.0,,Single cylinder, four-stroke,5-speed,,,12.49,Injection,Double Overhead Cams/Twin Cam (DOHC),Air,Chain,145.2,1524.0,,Double disc,Single disc,120/70-17 ,180/55-17 ,43mm inverted cartridge fork,Dual Shock absorbers,Blue/white
alligator,a-6,2017,Prototype / concept model,,710.0,70.0,,Single cylinder, four-stroke,5-speed,,,12.49,Injection,Double Overhead Cams/Twin Cam (DOHC),Air,Chain,145.2,1524.0,,Double disc,Single disc,120/70-17 ,180/55-17 ,43mm inverted cartridge fork,Dual Shock absorbers,Blue/white
allstate,sr 250,1964,Allround,3.3,250.0,16.0,,Twin, two-stroke,,45.0,78.0,,Carburettor,,Air,Chain,140.2,,,Expanding brake (drum brake),Expanding brake (drum brake),3.50-16 ,3.50-16 ,Telescopic,,
allstate,sr 250,1965,Allround,,250.0,16.0,,Twin, two-stroke,,45.0,78.0,,Carburettor,,Air,Chain,140.2,,,Expanding brake (drum brake),Expanding brake (drum brake),,,Telescopic,,
allstate,sr 250,1966,Allround,,250.0,16.0,,Twin, two-stroke,,45.0,78.0,,Carburettor,,Air,,140.2,,,Expanding brake (drum brake),Expanding brake (drum brake),,,Telescopic,,
allstate,sr 250,1967,Allround,,250.0,,,Twin, two-stroke,,45.0,78.0,,Carburettor,,Air,,140.2,,,Expanding brake (drum brake),Expanding brake (drum brake),,,Telescopic,,
allstate,sr 250,1968,Allround,,250.0,16.0,,Single cylinder, two-stroke,,,,,Carburettor,,Air,,140.2,,,Expanding brake (drum brake),Expanding brake (drum brake),,,Telescopic,,
alphasports,alpha 250 naked,2008,Naked bike,2.7,249.0,28.0,,V2, four-stroke,5-speed,,,17.03,Carburettor. 2 x Mikuni,Double Overhead Cams/Twin Cam (DOHC),Oil & air,Chain,139.3,,780.0,Single disc,Single disc,110/70-17 ,150/70-17 ,"Telescopic, Oil Damped",Swing Arm,Pearl Yellow
alphasports,alpha 250 v-twin classic,2008,Custom / cruiser,,249.0,28.0,,V2, four-stroke,5-speed,,,14.0,Carburettor. Mikuni BDS,Double Overhead Cams/Twin Cam (DOHC),Oil & air,,159.7,,635.0,Single disc,Expanding brake (drum brake),110/90-16 ,150/80-15 ,Telescopic,Double Shock Swingarm,
alphasports,alpha 250 v-twin sport cruiser,2008,Custom / cruiser,,249.0,28.0,,V2, four-stroke,5-speed,,,14.0,Carburettor. Mikuni BDS,Double Overhead Cams/Twin Cam (DOHC),Oil & air,Chain,159.7,,635.0,Single disc,Expanding brake (drum brake),110/90-16 ,150/80-15 ,Telescopic,Double Shock Swingarm,
alta,redshift ex,2018,Enduro / offroad,,,42.0,162.0,Electric,Electric,1-speed,,,,,,Liquid,Chain,124.7,1488.0,970.0,Single disc. Brembo Two Piston,Single disc. Brembo Single Piston ,,,WP 4CS Fully Adjustable,WP Custom Reservoir,White/yellow/red
alta,redshift ex,2019,Enduro / offroad,,,50.0,57.0,Electric,Electric,1-speed,,,,,,Liquid,Chain,124.7,1492.0,927.0,Single disc. Brembo Two Piston,Single disc. Brembo Single Piston ,,,WP XPlor 48 Fully Adjustable,WP Alta Custom Reservoir,White/yellow/red
alta,redshift mx,2018,Cross / motocross,,,42.0,162.0,Electric,Electric,1-speed,,,,,,Liquid,Chain,120.2,1461.0,940.0,Single disc. Brembo Two Piston,Single disc. Brembo Single Piston ,,,WP 4CS Fully Adjustable ,WP 5018-Link,White/yellow
alta,redshift mxr,2018,Cross / motocross,3.2,,50.0,199.0,Electric,Electric,1-speed,,,,,,Liquid,,117.5,1487.0,953.0,Single disc. Brembo Two Piston,Single disc. Brembo Single Piston ,,,WP AER Fully Adjustable,WP 2018 Alta Spec,White
alta,redshift sm,2018,Super motard,,,42.0,162.0,Electric,Electric,1-speed,,,,,,Liquid,Chain,128.4,1455.0,902.0,Single disc. Brembo Two Piston,Single disc. Brembo Single Piston ,,,WP SMR Fully Adjustable,WP 5018-Link,White/red
amazonas,1600,2001,Touring,3.0,1584.0,65.0,,Four cylinder boxer, four-stroke,4-speed,85.5,69.0,46.0,Carburettor,,,Chain,360.0,1745.0,730.0,Dual disc,Single disc,,,,,
amazonas,a.m.e -  1600 cc,1986,Touring,3.0,1600.0,56.0,100.0,Four cylinder boxer, four-stroke,4-speed,85.0,69.0,40.0,Carburettor. 35 mm,,Air,Chain,450.0,,,Double disc. 2-piston calipers,Single disc,160-16 ,180-16 ,Forks,WP - Monoshock,"Black, Blue, White"
american eagle,falcon ms cruiser,2009,Custom / cruiser,,1638.8,,,V2, four-stroke,5-speed,,,,Carburettor,,,Belt,265.4,,610.0,Single disc. 4-piston cali,Single disc,120/70-ZK17 ,180/55-ZR17 ,54mm Inverted Forks,Adjustable Mono-Shock,
american eagle,raptor,2009,Custom / cruiser,3.2,1640.0,,,V2, four-stroke,6-speed,,,,Carburettor. Super G carburator,,Liquid,Belt,260.8,,,Single disc. 4-piston calipers,Single disc. 4-piston calipers,90/90-21 ,250-18 ,Twin soft suspension ride shocks,,Custom paint scheme
american eagle,raven,2009,Custom / cruiser,2.7,1573.0,,,V2, four-stroke,5-speed,,,,Carburettor,,,Belt,272.2,,,Single disc. 4-piston cali,Single disc,90/90-21 ,180/55-18 ,,Chrome Adjustable Shocks,Custom paint scheme
american eagle,street fighter,2009,Custom / cruiser,2.7,1640.0,,,V2, four-stroke,6-speed,,,,Carburettor. Super G carburator,,,Belt,265.4,,,Single disc,Single disc,90/90-21 ,250-18 ,Twin soft suspension ride shocks,,
american ironhorse,bandera,2009,Custom / cruiser,3.5,1917.4,,,V2, four-stroke,6-speed,,,13.24,Carburettor,Overhead Valves (OHV),Air,Belt,320.0,,,Single disc. 4-piston polished calipers,Single disc. 4-piston polished calipers,90/90-21 ,240/40-18 ,,,
american ironhorse,classic chop,2009,Custom / cruiser,3.0,1917.4,,,V2, four-stroke,6-speed,,,13.0,Injection. SMART electronic fuel injection,Overhead Valves (OHV),Air,Belt,310.0,,,Single disc. 4-piston polished calipers,Single disc. 4-piston polished calipers,90/90-21 ,180/40-18 ,Telescopic,A-frame swing arm,
american ironhorse,judge,2009,Custom / cruiser,2.4,1917.4,,,V2, four-stroke,6-speed,,,13.24,Carburettor,Overhead Valves (OHV),Air,Belt,315.0,,,Single disc. 4-piston polished calipers,Single disc. 4-piston polished calipers,90/90-H21 ,240/40-V18 ,Telescopic, A-frame swingarm,
american ironhorse,legend,2007,Custom / cruiser,2.6,1820.0,110.0,,V2, four-stroke,,,,13.24,Carburettor,Overhead Valves (OHV),Air,Belt,308.4,2159.0,,Single disc,Single disc,90/90-H21 ,240/40-V18 ,Telescopic fork,Twin sided swing arm,
american ironhorse,lsc,2007,Custom / cruiser,3.4,1820.0,110.0,,V2, four-stroke,,,,13.24,Carburettor,Overhead Valves (OHV),Air,Belt,290.3,2141.0,,Double disc,Single disc,90/90-H21 ,280/35-V18 ,Telescopic Fork,Rigid,Multicolored
american ironhorse,outlaw,2007,Custom / cruiser,3.1,1820.0,110.0,,V2, four-stroke,,,,18.92,Carburettor,Overhead Valves (OHV),Air,Belt,312.1,1887.0,,Single disc,Single disc,90/90-H21 ,240/40-V18 ,Telescopic Fork,Twin Sided Swing Arm,
american ironhorse,slammer,2007,Custom / cruiser,2.8,1821.0,110.0,,V2, four-stroke,6-speed,,,18.92,Injection,Overhead Valves (OHV),Air,Belt,336.6,2159.0,,Double disc,Single disc,120/70-R21 ,300/35-VR18 ,Telescopic Fork,Twin Sided Swing Arm,
american ironhorse,slammer,2009,Custom / cruiser,3.0,1917.4,,,V2, four-stroke,6-speed,,,13.24,Injection. SMART electronic fuel injection,Overhead Valves (OHV),Air,Belt,320.0,,,Single disc. 4-piston polished calipers,Single disc. 4-piston polished calipers,120/80-21 ,300/40-18 ,Telescopic,Stealth swing arm with 2 inch stretch,
american ironhorse,slammer base,2010,Custom / cruiser,,1917.4,110.0,,V2, four-stroke,6-speed,,,13.24,Injection. SMART electronic fuel injection,Overhead Valves (OHV),Air,Belt,320.0,,635.0,Single disc. 4-piston polished calipers,Single disc. 4-piston polished calipers,120/80-R21 ,300/35-VR18 ,Telescopic FORK,Twin Sided Swing Arm,
american ironhorse,tejas,2007,Custom / cruiser,2.7,1820.0,110.0,,V2, four-stroke,6-speed,,,18.92,Carburettor,Overhead Valves (OHV),Air,Belt,293.0,1887.0,,Single disc,Single disc,90/90-H21 ,280/35-V18 ,Telescopic,Rigid,
american ironhorse,texas chopper,2007,Custom / cruiser,3.5,1819.0,111.0,115.0,V2, four-stroke,6-speed,,,13.24,Injection,Overhead Valves (OHV),Air,Belt,318.4,2134.0,,Double disc,Single disc,90/90-H21 ,280/35-V18 ,Telescopic,Twin Sided Swing Arm,
american ironhorse,texas chopper,2008,Custom / cruiser,3.7,1819.0,111.0,155.0,V2, four-stroke,6-speed,,,13.24,Injection,Overhead Valves (OHV),Air,Belt,318.0,2134.0,,Double disc. 4-piston polished calipers,Single disc. 4-piston polished calipers,90/90-H21 ,280/35-V18 ,Telescopic,Twin Sided Swing Arm,
american ironhorse,texas chopper,2009,Custom / cruiser,3.3,1819.1,110.0,155.0,V2, four-stroke,6-speed,,,13.0,Carburettor,Overhead Valves (OHV),Air,Belt,317.0,,,Single disc. 4-piston polished calipers,Single disc. 4-piston polished calipers,90/90-21 ,300/40-18 ,Telescopic,A-frame swing arm,
american ironhorse,texas chopper base,2010,Custom / cruiser,3.4,1819.1,110.0,155.0,V2, four-stroke,6-speed,,,13.0,Carburettor,Overhead Valves (OHV),Air,Belt,317.0,,643.0,Single disc. 4-piston polished calipers,Single disc. 4-piston polished calipers,90/90-R21 ,300/40-V18 ,Telescopic fork,Twin Sided Swing Arm,
apc,double down,2007,Custom / cruiser,,1573.3,,,V2, four-stroke,6-speed,117.2,92.1,,Carburettor,,,Belt,283.5,1803.0,635.0,Single disc. Hawg Halters Inc. 4-piston,Single disc. Hawg Halters Inc. 4-piston,90/90-21 ,240/40-18 ,,,
apc,double down 300,2007,Custom / cruiser,,1573.3,,,V2, four-stroke,6-speed,117.2,92.1,,Carburettor,,,Belt,288.5,1803.0,635.0,Single disc. Hawg Halters Inc. 4-piston,Single disc. Hawg Halters Inc. 4-piston,90/90-21 ,300/35-18 ,,,Semi Custom Flames No Pinstrips
apc,high roller 300 rds,2007,Custom / cruiser,,1917.4,,,V2, four-stroke,6-speed,111.1,104.8,15.89,Carburettor. S and S Super E,,,Belt,299.4,2134.0,635.0,Single disc. Hawg Halters Inc. 4 Piston,Single disc. Hawg Halters Inc. 4 Piston,120/90-21 ,280/35-VR18 ,,,Custom colors
apc,high roller s,2007,Custom / cruiser,3.5,1573.3,,,V2, four-stroke,6-speed,117.2,92.1,15.89,Carburettor. S and S Super E,,,Belt,283.5,1981.0,660.0,Single disc. Hawg Halters Inc. 4 Piston,Single disc. Hawg Halters Inc. 4 Piston,90/90-21 ,240/40-18 ,,,"Semi–custom flames, pinstripe"
apc,hustler s,2007,Custom / cruiser,3.3,1573.3,,,V2, four-stroke,6-speed,117.2,92.1,15.89,Carburettor,,,,283.5,1702.0,660.0,Single disc. Hawg Halters Inc. 4-piston,Single disc. Hawg Halters Inc. 4-piston,130/70-18 ,240/40-18 ,,,"Semi–custom flames, pinstripe"
apc,wild card 240 r.d.s.,2007,Custom / cruiser,,1573.3,,,V2, four-stroke,,117.2,91.8,15.89,Carburettor. S and S Super E,,,Belt,288.0,1981.0,635.0,Single disc,Single disc,90/90-21 ,240/40-18 ,,,
apc,wild card 300 rds.,2007,Custom / cruiser,3.5,2032.1,,,V2, four-stroke,6-speed,117.2,104.7,15.89,Carburettor. S and S Super E,,,Belt,288.0,1981.0,635.0,Single disc. Hawg Halters Inc. 4 Piston,Single disc. Hawg Halters Inc. 4 Piston,120/70-21 ,300/35-18 ,,,Custom colors
apc,wild card s,2007,Custom / cruiser,,2032.1,,,V2, four-stroke,6-speed,117.2,104.8,18.92,Carburettor. S and S SuperG carburator,,,Belt,308.4,1803.0,635.0,Single disc,Single disc,90/90-21 ,300/35-18 ,,,
aprilia,125 classic,1999,Custom / cruiser,4.0,124.8,15.0,,Single cylinder, two-stroke,6-speed,,,10.0,,,Liquid,Chain,145.0,1553.0,,Single disc,,,,,,
aprilia,250 tuareg,1985,Unspecified category,,246.0,47.0,,Single cylinder, two-stroke,5-speed,72.0,61.0,22.0,,Rotary valves,Liquid,Chain,,,,Expanding brake,Expanding brake,3.00-21 ,4.25-18 ,,,
aprilia,250 tuareg,1986,Allround,3.0,246.0,47.0,,Single cylinder, two-stroke,5-speed,72.0,61.0,22.0,,Rotary valves,Liquid,Chain,,,,Single disc,Expanding brake,3.00-21 ,4.25-18 ,,,
aprilia,af 1 125 replica,1987,Sport,3.4,125.0,25.0,,Single cylinder, two-stroke,6-speed,54.0,54.5,19.0,,Membrane & variable discharge openings,Liquid,Chain,,,,Single disc,Single disc,100/80-16 ,120/80-16 ,,,
aprilia,af1,1996,Sport,3.7,80.0,16.0,,Single cylinder, two-stroke,,,,,Carburettor. 21mm Dell`Ortho,,Liquid,Chain,,,,,,,,inverted forks,non-adjustable,
aprilia,af1 125 futura,1991,Sport,3.5,125.0,27.0,,Single cylinder, two-stroke,6-speed,54.0,54.5,20.0,,Membrane & variable discharge openings,Liquid,Chain,,,,Single disc,Single disc,100/80-17 ,130/70-17 ,,,
aprilia,af1 125 replica,1988,Sport touring,3.6,125.0,25.0,,Single cylinder, two-stroke,6-speed,54.0,54.5,19.0,,Membrane & variable discharge openings,Liquid,Chain,,,,Single disc,Single disc,100/80-16 ,120/80-16 ,,,
aprilia,af1 125 sintesi replica,1989,Sport,3.3,125.0,27.0,,Single cylinder, two-stroke,6-speed,54.0,54.5,18.0,,Membrane & variable discharge openings,Liquid,Chain,,,,Single disc,Single disc,100/80-17 ,120/80-17 ,,,
aprilia,af1 125 sintesi sport,1990,Sport,3.2,125.0,27.0,,Single cylinder, two-stroke,6-speed,54.0,54.5,20.0,,Membrane & variable discharge openings,Liquid,Chain,,,,Single disc,Single disc,100/80-17 ,130/70-17 ,,,
aprilia,af1 125 sport pro,1992,Sport,3.6,125.0,25.0,,Single cylinder, two-stroke,6-speed,54.0,54.5,16.0,,Membrane & variable discharge openings,Liquid,Chain,,,,Single disc,Single disc,110/70-17 ,140/70-17 ,,,
aprilia,atlantic 125,2005,Scooter,3.6,124.0,14.8,12.0,Single cylinder, four-stroke,Automatic,57.0,48.6,,Injection,Single Overhead Cams (SOHC),Liquid,Chain,,,678.0,Single disc,Single disc,110/90-13 ,130/70-13 ,35 mm hydraulic fork.,Engine assembly acting as swingarm. Double chamber hydraulic shock absorber with 5 positions for spring preload. Wheel travel 110 mm.,"Venice White, Blue Main, Magnet Grey"
